,2007-11-25 00:00:00+00:00,2007-12-02 00:00:00+00:00,2007-12-09 00:00:00+00:00,2007-12-16 00:00:00+00:00,2007-12-23 00:00:00+00:00,2007-12-30 00:00:00+00:00,2008-01-06 00:00:00+00:00,2008-01-13 00:00:00+00:00,2008-01-20 00:00:00+00:00,2008-01-27 00:00:00+00:00,2008-02-03 00:00:00+00:00,2008-02-10 00:00:00+00:00,2008-02-17 00:00:00+00:00,2008-02-24 00:00:00+00:00,2008-03-02 00:00:00+00:00,2008-03-09 00:00:00+00:00,2008-03-16 00:00:00+00:00,2008-03-23 00:00:00+00:00,2008-03-30 00:00:00+00:00,2008-04-06 00:00:00+00:00,2008-04-13 00:00:00+00:00,2008-04-20 00:00:00+00:00,2008-04-27 00:00:00+00:00,2008-05-04 00:00:00+00:00,2008-05-11 00:00:00+00:00,2008-05-18 00:00:00+00:00,2008-05-25 00:00:00+00:00,2008-06-01 00:00:00+00:00,2008-06-08 00:00:00+00:00,2008-06-15 00:00:00+00:00,2008-06-22 00:00:00+00:00,2008-06-29 00:00:00+00:00,2008-07-06 00:00:00+00:00,2008-07-13 00:00:00+00:00,2008-07-20 00:00:00+00:00,2008-07-27 00:00:00+00:00,2008-08-03 00:00:00+00:00,2008-08-10 00:00:00+00:00,2008-08-17 00:00:00+00:00,2008-08-24 00:00:00+00:00,2008-08-31 00:00:00+00:00,2008-09-07 00:00:00+00:00,2008-09-14 00:00:00+00:00
Equity(48 [ADI]),30.376,30.005,30.704,31.508,31.243,30.949,28.566,26.007,27.007,27.184,28.537,27.233,27.389,27.644,26.399,27.018,27.275,27.986,28.588,30.276,29.95,31.253,31.786,32.892,33.701,35.004,33.376,34.86,34.553,33.689,33.014,31.475,30.492,30.124,31.425,29.896,29.985,32.03,32.338,28.635,27.96,27.5,27.4
Equity(49 [ADM]),35.198,35.949,38.125,38.639,43.782,46.571,45.344,43.159,40.449,41.646,44.998,40.953,43.773,44.219,44.735,44.646,43.495,39.855,41.938,42.186,42.682,46.094,46.927,43.584,42.335,43.129,42.95,39.497,37.01,32.444,32.503,32.752,31.011,30.135,29.767,29.509,28.016,26.355,26.066,26.21,25.46,23.41,23.42
Equity(52 [ADP]),44.806,44.15,44.63,44.314,44.344,44.087,40.429,40.508,38.999,38.21,39.413,37.372,39.187,40.143,39.394,38.664,39.105,40.675,41.509,43.595,41.698,43.525,43.784,42.8,42.81,43.575,41.529,42.761,42.105,43.14,42.6,41.64,42.08,41.47,42.6,41.09,42.95,45.01,45.71,45.13,44.38,44.16,45.84
Equity(53 [ADS]),77.46,77.7,78.25,76.46,74.7,73.67,72.0,68.25,61.93,65.6,53.9,55.02,55.4,51.36,50.63,45.5,46.63,52.22,47.38,48.48,47.9,52.84,56.06,58.83,59.11,59.94,56.55,60.04,57.96,60.78,60.5,55.98,54.19,51.79,59.6,62.26,64.68,65.47,65.14,63.98,64.239,63.2,65.23
Equity(54 [ADSK]),45.79,47.09,48.2,49.56,50.99,50.26,45.7,43.18,41.24,41.3,41.96,38.94,38.15,38.6,31.09,31.61,34.08,32.0,31.77,33.83,31.99,33.27,39.38,39.42,39.1,40.74,38.75,41.16,40.51,38.54,36.88,34.03,33.96,33.05,36.01,32.759,33.67,35.26,38.37,37.16,35.53,33.77,34.34
Equity(56 [ADTN]),21.733,21.426,20.606,20.745,22.375,21.446,20.399,19.016,19.233,19.757,20.409,19.239,19.05,18.693,18.276,18.058,17.393,18.306,18.296,19.139,18.742,22.513,23.326,23.365,23.515,24.919,23.813,24.789,23.993,24.361,25.158,24.64,23.395,25.258,22.837,22.718,23.04,23.05,22.51,22.73,22.8,20.93,21.25
Equity(2619 [SNV]),9.855,10.311,10.506,9.821,10.137,9.888,10.546,11.408,10.526,11.417,13.064,12.008,11.601,11.814,11.166,10.914,11.369,12.614,10.738,10.718,10.63,11.416,11.602,12.368,11.602,12.005,11.789,11.288,10.394,9.372,8.84,9.06,8.63,8.22,9.44,9.2,9.66,10.56,10.07,9.03,9.2,9.89,10.65
Equity(2621 [SO]),36.759,36.353,37.59,37.194,37.88,37.832,37.407,38.421,36.469,34.875,36.447,34.933,34.962,34.708,33.741,33.506,33.663,35.304,34.562,35.675,35.47,36.105,36.252,36.675,35.865,36.31,35.578,35.776,34.511,34.679,34.086,34.027,34.906,35.569,34.432,34.719,34.59,36.57,37.44,37.79,37.51,37.1,38.0
Equity(61 [AEE]),50.594,50.84,51.294,51.37,51.924,52.001,50.558,49.545,44.998,42.208,43.507,42.323,42.122,41.702,40.794,40.237,40.295,42.244,42.128,43.728,43.165,44.494,44.213,46.307,44.523,44.678,43.553,44.077,42.331,42.799,42.021,40.703,41.313,40.368,39.807,39.463,38.567,39.778,41.332,41.834,41.195,39.315,40.28
Equity(2631 [SPG]),87.114,94.505,93.709,88.487,86.49,83.601,76.372,78.743,75.067,83.121,91.674,80.5,81.981,83.31,81.292,81.603,84.674,93.306,90.674,98.461,95.23,100.631,102.713,101.917,97.734,102.548,96.623,98.446,96.821,97.188,94.216,89.985,86.913,85.546,89.678,89.757,90.48,95.92,97.6,95.53,94.88,93.76,99.14
Equity(2634 [SPLS]),20.271,23.366,24.254,22.321,22.814,22.716,20.971,20.418,21.227,22.233,23.593,22.686,21.73,23.248,21.937,21.434,20.576,22.548,22.41,23.25,21.8,22.51,22.44,23.35,21.5,23.83,22.67,23.45,23.23,25.49,24.61,23.96,23.34,21.01,22.55,22.38,22.65,24.47,24.9,24.72,24.2,24.68,25.07
Equity(66 [AEO]),21.664,22.489,21.821,19.915,20.809,20.288,18.688,17.474,19.439,21.186,23.22,21.374,21.008,21.838,21.097,16.724,17.0,17.8,16.963,18.362,16.109,16.566,17.826,18.531,17.796,18.164,17.102,18.084,16.546,16.437,16.0,13.429,13.27,12.13,14.44,14.29,13.87,14.22,14.25,14.13,15.05,16.01,16.56
Equity(67 [AEP]),45.118,46.303,47.76,46.022,46.187,45.536,44.963,46.585,43.535,40.145,42.7,42.322,42.263,41.479,40.126,39.851,39.449,40.038,40.175,42.067,43.313,43.803,43.421,44.215,43.42,42.965,41.698,41.896,41.53,42.351,40.916,39.174,39.154,39.709,39.065,39.253,38.373,39.1,38.52,38.96,39.04,37.45,38.76
Equity(2635 [SPN]),35.74,34.9,35.4,34.69,34.72,34.31,42.95,43.29,39.84,39.81,40.28,39.9,42.29,43.47,40.69,38.73,37.53,34.9,39.15,40.92,42.53,46.39,45.1,47.33,52.6,53.87,52.57,53.69,55.25,54.7,54.93,54.46,51.05,51.15,50.23,48.76,48.67,46.08,45.58,47.35,47.04,38.88,37.8
Equity(70 [AES]),21.16,21.85,21.94,21.6,21.98,21.66,21.14,21.11,18.22,18.22,19.46,19.14,19.29,18.87,17.98,17.78,17.6,16.079,16.32,17.06,17.25,18.0,17.99,18.0,19.11,19.85,18.92,19.48,19.34,20.12,19.56,18.8,18.77,17.59,16.77,16.16,15.53,15.72,15.32,15.77,15.26,14.62,14.95
Equity(71 [AET]),54.14,55.88,58.93,57.85,58.55,57.87,55.97,58.41,56.09,52.6,53.22,50.7,50.84,50.13,49.6,46.94,43.72,43.09,42.54,42.07,41.02,41.79,43.91,42.99,43.25,43.56,45.61,47.16,46.48,44.5,40.95,40.31,37.14,36.23,35.22,39.22,39.96,44.11,43.8,43.64,43.14,41.42,42.73
Equity(2645 [SPWR]),105.97,124.44,133.61,128.19,129.02,131.05,126.12,108.68,74.75,73.29,73.14,66.37,79.44,69.5,65.72,60.0,60.78,61.03,73.63,90.4,87.76,89.33,86.29,82.1,82.3,93.5,85.19,81.84,79.33,77.75,81.36,72.71,64.319,71.83,76.7,73.49,76.42,73.29,92.52,96.59,97.55,85.74,86.59
Equity(77 [AFL]),61.096,61.906,60.977,59.465,61.531,61.758,61.63,64.516,58.902,60.187,59.989,59.297,61.69,62.702,61.918,61.204,60.728,63.644,63.812,64.586,65.688,67.345,67.186,66.611,65.192,66.938,65.873,66.839,65.156,67.117,65.216,62.776,62.139,60.457,60.148,54.662,54.761,55.349,55.07,55.28,56.7,57.68,57.65
Equity(80 [AGCO]),60.38,68.94,68.93,66.05,68.8,68.71,68.14,63.8,57.81,56.72,62.15,56.73,64.489,64.66,64.86,62.48,59.63,54.35,60.28,64.59,62.74,69.84,67.67,59.18,59.15,59.69,57.85,60.43,55.14,53.5,54.87,50.7,49.51,48.71,50.8,52.78,58.82,58.01,59.8,60.56,61.63,53.95,52.9
Equity(2653 [SRE]),59.525,61.53,62.483,60.115,61.943,61.488,59.503,61.795,56.59,53.42,56.274,54.921,54.852,53.775,52.472,51.454,52.126,49.215,52.654,53.966,54.681,56.888,56.689,58.438,56.808,58.826,57.186,57.454,55.914,56.053,55.37,55.22,56.26,55.9,54.61,54.48,55.12,57.17,57.13,57.41,57.92,56.08,57.36
Equity(85 [AGN]),27.87,29.31,28.78,27.95,27.61,27.46,26.08,27.85,26.56,26.37,26.01,26.0,27.94,27.58,27.81,27.66,27.56,28.74,29.34,29.26,29.47,29.82,29.49,29.49,28.28,28.53,28.37,28.56,28.39,27.64,26.7,26.95,27.25,28.39,29.9,29.69,29.41,28.71,30.66,30.69,30.31,29.95,30.32
Equity(98 [AIG]),51.793,56.774,60.233,54.547,57.174,56.792,54.204,56.537,51.019,52.166,54.626,49.676,45.196,47.912,45.932,42.215,40.541,44.311,42.136,46.566,43.366,47.482,46.792,48.279,39.655,38.73,36.377,35.441,33.59,33.838,31.778,27.472,25.977,22.849,24.819,26.967,26.522,24.621,22.76,19.671,21.275,22.34,22.76
Equity(2674 [STI]),64.552,66.91,66.376,60.172,59.199,58.97,56.116,59.227,55.62,59.705,65.211,61.298,60.344,59.275,56.164,53.207,53.942,60.135,53.082,54.579,52.116,52.56,53.401,56.657,53.439,54.116,51.971,51.205,45.429,43.31,36.553,36.327,34.248,30.345,34.032,37.583,41.202,43.457,42.133,41.888,41.89,45.42,50.93
Equity(2675 [STJ]),38.95,39.75,39.8,42.11,41.2,41.07,38.95,43.07,39.99,40.86,41.39,41.87,43.11,43.29,42.98,41.7,41.28,42.64,43.31,45.22,43.42,45.04,44.46,42.99,40.93,40.64,41.03,40.75,41.0,41.66,40.34,40.54,41.24,42.01,47.05,46.66,46.56,47.97,46.16,46.7,45.83,44.31,45.75
Equity(2677 [STLD]),24.401,24.957,27.472,27.105,28.325,30.067,27.615,26.451,24.154,25.581,26.178,25.317,27.043,30.425,28.972,30.096,33.632,32.707,33.635,35.84,35.152,37.785,36.708,34.822,34.403,37.825,35.8,36.009,37.915,39.371,38.802,38.41,33.3,34.68,30.86,30.29,30.03,26.47,24.83,25.49,24.83,22.08,20.88
Equity(106 [AIV]),32.81,33.866,33.994,30.085,30.758,31.566,29.55,30.345,30.49,35.378,37.101,32.825,33.399,32.816,31.411,30.381,32.132,34.676,32.123,35.259,33.864,33.654,34.165,35.788,34.621,37.437,35.141,36.632,35.336,34.438,32.901,31.383,31.059,30.874,33.586,33.92,35.61,39.05,37.98,36.19,35.44,35.45,36.8
Equity(107 [AIZ]),65.682,65.006,64.786,65.433,67.828,67.291,64.34,66.317,62.492,63.764,65.403,62.234,62.006,62.294,62.264,61.657,59.049,62.473,59.975,61.448,61.458,64.473,64.783,65.091,64.473,66.495,66.248,67.864,68.562,68.104,67.764,67.315,68.014,68.522,65.51,62.806,60.602,58.517,58.307,58.23,58.43,58.41,58.68
Equity(2682 [STR]),54.501,53.1,55.196,54.272,54.779,54.103,53.706,55.693,48.619,47.308,52.067,51.053,53.775,55.399,55.011,55.867,55.449,53.736,55.767,58.396,58.545,62.956,62.528,62.229,64.718,67.307,64.151,64.064,65.88,66.957,67.755,69.96,68.962,67.376,59.725,57.36,51.734,48.901,49.2,51.07,51.89,47.64,47.22
Equity(109 [AKAM]),36.35,38.06,39.01,35.37,35.95,35.35,32.0,27.52,27.0,29.51,31.04,32.34,33.77,32.79,35.16,34.19,31.19,30.59,29.58,31.59,30.39,31.83,34.88,34.95,37.25,40.33,36.43,39.05,37.38,36.31,35.8,34.56,32.97,31.18,33.55,32.08,23.5,22.82,23.13,23.67,22.9,19.41,18.8
Equity(114 [AKS]),42.552,44.446,47.837,47.996,44.955,45.394,41.315,37.466,37.087,42.462,47.797,46.092,46.072,50.704,52.531,54.548,54.667,51.393,53.779,60.917,66.567,67.765,67.126,65.609,68.584,70.97,67.234,70.93,70.75,70.61,68.283,68.143,52.738,54.696,47.054,48.652,60.001,50.87,51.16,52.54,52.61,40.63,40.26
Equity(2689 [STT]),77.036,79.147,78.939,76.928,79.701,80.168,81.29,82.264,73.6,78.012,83.426,82.006,83.377,81.151,78.041,75.746,75.627,82.92,78.345,83.347,79.042,68.291,71.679,75.216,71.958,72.476,69.527,71.759,67.773,69.607,67.494,64.01,62.0,59.56,69.82,70.57,71.42,71.64,69.25,66.95,67.67,67.87,73.02
Equity(2691 [STX]),24.526,25.301,27.341,26.998,25.477,25.359,22.868,22.475,19.326,20.592,20.634,21.639,22.359,23.434,21.265,21.442,21.896,20.979,20.013,21.314,20.249,19.204,19.116,19.295,20.069,21.736,20.506,21.25,22.093,20.109,20.02,19.325,17.797,16.865,14.732,14.851,15.03,15.0,16.75,16.23,14.91,14.73,14.58
Equity(2696 [SUNE]),67.53,77.58,80.69,86.57,91.23,89.63,81.4,71.75,65.83,72.02,75.25,75.68,75.95,81.55,76.28,74.11,81.05,81.79,70.5,76.23,73.43,77.35,70.5,65.37,64.379,73.08,66.74,68.66,65.26,63.48,65.129,63.18,54.96,51.03,52.66,45.47,45.73,44.86,49.86,50.31,49.09,40.19,39.29
Equity(128 [ALL]),48.449,49.818,51.124,50.266,50.569,50.861,49.779,50.179,47.226,49.165,48.161,45.384,45.004,46.427,46.515,45.832,44.955,47.343,46.754,48.14,47.373,49.309,49.152,51.0,48.533,49.211,49.063,50.477,49.575,49.436,47.454,46.097,46.573,43.748,44.68,45.165,45.542,46.265,45.77,45.72,45.13,45.08,46.48
Equity(2703 [SVU]),40.119,41.111,39.904,36.232,37.302,36.909,33.472,27.188,27.149,28.691,30.095,28.534,28.121,27.434,25.934,27.712,27.603,28.167,28.68,30.133,29.471,30.518,30.587,32.741,32.425,34.885,33.403,34.817,33.596,33.516,31.471,30.995,30.478,30.429,27.5,24.988,25.207,26.755,27.708,24.412,23.19,23.95,25.31
Equity(134 [ALTR]),18.575,18.655,19.062,19.072,19.271,19.181,17.95,17.026,17.473,17.9,19.291,17.393,17.105,17.075,17.035,17.413,17.463,18.22,18.011,19.156,18.548,21.366,21.754,22.083,22.451,22.93,22.292,23.09,23.03,22.771,22.182,20.905,19.737,19.149,21.474,21.483,21.513,23.49,23.85,22.89,22.64,20.72,20.74
Equity(2711 [SWKS]),8.33,9.08,9.27,8.84,8.66,8.65,7.58,7.33,8.22,8.22,8.33,8.18,8.109,8.57,8.26,7.78,7.62,6.71,7.07,7.67,7.53,7.47,8.66,8.81,8.28,9.3,9.3,10.33,10.65,10.85,10.09,9.56,9.68,10.06,10.25,9.11,9.47,9.51,9.79,9.1,9.7,8.9,8.22
Equity(136 [ALXN]),34.82,36.36,37.395,37.19,37.84,38.26,37.305,33.375,33.09,32.104,34.42,33.275,32.99,30.375,30.305,28.03,27.105,28.7,29.16,32.24,32.635,34.08,34.555,36.46,36.015,35.495,33.39,35.675,35.115,34.925,34.395,36.395,36.68,37.95,37.425,40.495,46.11,46.215,46.385,43.895,45.08,41.8,42.76
Equity(2713 [SWN]),24.845,24.885,27.19,26.14,28.265,27.755,28.31,28.99,25.42,25.525,28.055,29.035,30.28,30.86,32.615,31.415,32.925,30.215,33.22,36.38,36.8,40.42,44.46,41.95,45.4,46.12,45.05,44.34,45.98,46.63,45.57,46.62,45.04,42.64,38.53,34.0,36.32,32.56,35.18,37.67,38.37,33.79,31.99
Equity(138 [AMAT]),18.156,18.652,18.117,17.602,17.77,17.701,16.611,16.245,17.849,17.255,18.701,17.76,18.921,19.557,19.05,19.964,20.451,20.968,19.398,20.759,18.991,19.01,18.981,19.577,19.169,19.507,18.859,19.746,18.829,20.025,20.035,19.228,18.639,17.852,18.221,16.955,17.473,18.729,19.3,18.49,17.92,17.16,17.35
Equity(145 [AMD]),10.78,9.76,9.05,8.43,7.79,7.32,6.25,6.25,7.07,7.15,8.0,6.34,6.45,6.71,7.21,6.49,6.38,6.11,5.91,6.23,6.01,6.11,6.06,6.16,6.94,7.26,6.88,6.88,7.43,7.52,6.99,5.95,5.3,4.84,4.65,4.36,4.28,5.13,5.64,5.81,6.29,5.96,6.07
Equity(2717 [SWY]),33.448,34.55,34.798,34.808,35.136,34.767,32.857,33.364,31.743,30.927,31.385,31.206,31.822,29.594,28.589,28.828,28.908,28.828,28.249,28.847,28.219,28.229,28.957,31.34,30.562,31.131,30.443,31.779,31.34,30.951,29.675,29.38,28.74,29.09,25.62,25.93,26.82,27.77,27.93,25.72,26.34,26.15,26.75
Equity(147 [AMED]),42.74,42.66,43.33,44.41,48.55,48.88,46.54,46.55,46.86,45.07,43.04,44.62,43.36,45.93,42.78,38.93,37.36,39.05,37.12,41.69,39.94,43.06,46.63,51.63,52.88,52.38,51.17,50.81,49.64,51.22,51.46,50.23,49.03,53.51,61.76,61.63,62.89,64.44,57.03,56.6,53.22,48.4,50.75
Equity(148 [AMG]),120.13,124.25,129.009,122.73,121.07,115.5,106.43,101.76,90.61,95.78,103.45,98.76,99.82,92.8,96.35,89.73,86.0,89.36,87.44,95.55,90.91,98.77,97.06,106.72,102.37,103.52,96.86,102.5,98.54,100.61,100.26,91.34,85.17,78.92,81.77,87.77,86.56,92.27,94.25,92.65,95.22,93.29,97.15
Equity(149 [AMGN]),53.76,55.25,52.1,48.4,48.02,47.06,44.8,47.62,47.45,48.14,47.36,46.56,46.64,46.43,45.52,44.18,44.46,40.11,41.45,41.53,43.01,43.07,42.25,42.93,42.05,42.03,42.38,44.03,44.24,43.97,45.17,46.37,50.84,51.02,52.56,53.92,62.78,63.8,65.06,64.01,62.85,60.41,59.78
Equity(2724 [SYK]),70.335,72.317,74.348,73.95,75.881,75.73,72.26,72.1,65.86,66.42,67.88,67.95,68.31,66.82,65.11,62.72,60.78,64.209,64.75,65.89,64.06,65.3,64.42,63.66,64.48,63.24,62.12,64.55,63.94,64.51,62.58,62.26,62.5,65.64,65.45,64.89,62.98,67.19,66.89,68.27,67.19,65.08,67.19
Equity(152 [AMP]),57.409,58.112,58.756,53.894,55.518,54.171,53.122,53.053,48.953,49.122,56.717,51.325,51.901,52.08,50.283,48.436,48.436,53.818,50.213,54.185,50.759,51.792,47.562,50.264,48.391,49.636,46.001,47.076,45.592,46.349,44.407,41.658,39.725,38.958,39.635,41.03,42.634,43.38,44.67,44.4,44.95,44.37,46.73
Equity(2726 [SYMC]),17.55,17.8,17.71,16.94,16.85,16.26,15.72,15.27,15.18,16.379,18.66,17.9,17.54,17.48,16.84,16.94,16.46,17.09,16.82,17.34,16.87,17.69,17.47,19.45,19.99,20.76,20.66,21.73,20.21,20.21,19.37,19.48,19.12,18.82,19.14,19.45,21.7,21.98,22.27,22.06,22.31,21.48,21.71
Equity(162 [AMT]),44.13,45.54,42.68,40.85,42.18,42.42,39.38,39.03,36.64,36.18,38.65,37.61,38.94,39.8,38.44,36.79,37.39,39.15,38.94,40.66,38.94,40.99,43.58,44.26,43.72,45.58,43.5,45.72,41.81,43.2,43.3,41.49,39.8,40.05,39.75,41.39,41.63,42.36,42.29,40.91,41.33,38.77,39.96
Equity(163 [AMTD]),18.9,18.69,19.68,19.58,20.04,20.02,19.88,19.27,16.85,17.02,18.75,17.84,18.15,18.2,18.3,16.86,16.5,16.69,16.03,17.63,16.64,17.72,18.44,19.04,17.89,18.03,17.29,18.11,18.1,18.35,18.94,18.27,17.88,17.28,19.06,18.72,20.73,20.84,20.77,20.42,20.43,20.9,21.49
Equity(2732 [SYY]),31.162,31.786,31.709,30.858,31.318,31.064,29.817,27.966,27.533,27.188,29.374,28.793,29.423,29.492,27.631,27.395,27.158,28.901,28.488,28.649,27.707,28.143,27.895,31.318,30.197,30.712,30.206,30.613,30.137,29.909,28.679,27.994,27.08,28.42,29.5,28.98,28.43,29.87,32.32,32.09,31.83,32.119,33.78
