,2007-09-23 00:00:00+00:00,2007-09-30 00:00:00+00:00,2007-10-07 00:00:00+00:00,2007-10-14 00:00:00+00:00,2007-10-21 00:00:00+00:00,2007-10-28 00:00:00+00:00,2007-11-04 00:00:00+00:00,2007-11-11 00:00:00+00:00,2007-11-18 00:00:00+00:00,2007-11-25 00:00:00+00:00,2007-12-02 00:00:00+00:00,2007-12-09 00:00:00+00:00,2007-12-16 00:00:00+00:00,2007-12-23 00:00:00+00:00,2007-12-30 00:00:00+00:00,2008-01-06 00:00:00+00:00,2008-01-13 00:00:00+00:00,2008-01-20 00:00:00+00:00,2008-01-27 00:00:00+00:00,2008-02-03 00:00:00+00:00,2008-02-10 00:00:00+00:00,2008-02-17 00:00:00+00:00,2008-02-24 00:00:00+00:00,2008-03-02 00:00:00+00:00,2008-03-09 00:00:00+00:00,2008-03-16 00:00:00+00:00,2008-03-23 00:00:00+00:00,2008-03-30 00:00:00+00:00,2008-04-06 00:00:00+00:00,2008-04-13 00:00:00+00:00,2008-04-20 00:00:00+00:00,2008-04-27 00:00:00+00:00,2008-05-04 00:00:00+00:00,2008-05-11 00:00:00+00:00,2008-05-18 00:00:00+00:00,2008-05-25 00:00:00+00:00,2008-06-01 00:00:00+00:00,2008-06-08 00:00:00+00:00,2008-06-15 00:00:00+00:00,2008-06-22 00:00:00+00:00,2008-06-29 00:00:00+00:00,2008-07-06 00:00:00+00:00,2008-07-13 00:00:00+00:00
Equity(175 [ANF]),79.292,80.156,83.663,82.222,75.915,78.557,73.809,74.018,74.505,76.432,81.666,82.233,81.288,82.512,79.615,74.31,70.537,70.278,75.016,81.686,77.774,75.036,77.127,77.343,72.615,73.034,77.014,72.325,76.475,70.52,73.882,75.278,74.321,73.323,76.006,70.789,72.6,67.37,69.29,67.51,64.099,60.73,60.7
Equity(2761 [TDW]),66.374,62.253,63.382,63.412,56.002,57.101,54.189,49.978,48.413,50.186,48.578,51.32,53.516,55.533,55.841,54.222,52.87,50.486,49.462,54.063,51.132,53.556,54.53,55.936,53.954,52.061,48.794,53.585,57.092,55.199,62.332,63.049,64.742,59.552,63.855,65.888,68.07,68.67,65.78,63.82,64.239,60.0,59.74
Equity(2763 [TE]),15.619,15.88,15.589,15.89,15.319,16.18,16.528,16.653,16.716,16.735,16.931,17.38,16.638,16.98,16.97,16.559,16.853,15.67,15.416,16.54,15.855,15.277,15.208,14.822,14.802,14.743,15.119,15.436,16.128,16.048,16.514,16.583,16.465,18.849,19.36,19.83,20.37,21.29,21.42,21.54,20.88,20.15,20.03
Equity(182 [ANR]),22.6,23.23,23.98,26.13,25.93,28.4,25.78,26.73,24.9,25.72,28.1,30.85,31.32,33.8,33.25,29.69,28.35,24.51,31.73,35.11,35.77,34.93,41.71,40.54,40.95,40.24,37.44,43.48,47.83,46.66,51.82,51.0,50.53,58.46,68.43,73.27,81.68,86.95,94.25,94.8,102.83,85.87,87.74
Equity(183 [ANSS]),34.91,34.17,36.87,37.54,38.49,41.2,40.41,36.53,38.29,38.21,38.86,38.87,38.15,41.72,42.02,38.58,35.75,33.25,35.31,36.11,33.88,34.62,36.69,37.37,35.11,35.55,37.3,37.92,36.5,35.47,40.24,40.03,43.47,43.39,44.96,41.76,47.3,46.19,46.41,46.94,46.63,41.66,41.55
Equity(184 [ANTM]),79.89,78.92,78.46,79.59,78.78,78.7,78.31,79.9,81.63,81.76,84.21,85.97,86.16,89.46,88.1,87.57,87.63,82.88,74.69,78.92,76.63,75.07,73.93,70.08,67.12,47.09,45.84,43.23,46.2,46.0,48.44,51.07,51.33,52.73,51.53,53.94,55.82,55.44,53.81,48.3,48.08,44.98,45.8
Equity(2769 [TEL]),33.044,35.14,35.755,36.697,35.943,33.424,35.08,32.303,34.733,35.14,37.084,37.114,36.241,36.975,37.491,35.229,33.286,32.13,33.097,33.754,34.461,34.939,34.392,32.768,32.3,31.603,32.728,33.694,35.696,34.14,36.87,37.61,39.81,38.15,39.17,38.13,40.12,38.29,38.55,36.81,36.03,35.14,35.11
Equity(188 [AON]),43.415,44.365,45.514,45.494,42.92,45.345,47.134,45.406,47.244,47.83,49.638,49.26,48.614,48.783,47.691,45.168,44.87,43.131,42.346,44.686,41.765,42.353,42.971,41.476,40.11,39.811,41.047,39.463,42.573,43.689,46.251,46.49,46.98,46.3,47.16,46.43,47.19,46.59,47.83,47.07,46.43,46.65,45.92
Equity(192 [APA]),88.35,89.604,89.644,94.519,93.013,97.109,103.457,102.46,99.052,101.244,96.451,99.092,104.523,107.762,108.07,107.014,104.553,95.649,92.395,98.273,100.429,105.978,109.592,114.586,116.095,117.333,107.634,118.922,126.274,131.788,142.51,137.8,128.81,135.67,143.49,139.41,134.06,133.9,138.46,136.93,137.1,133.19,127.57
Equity(2774 [TEX]),83.59,89.02,86.41,88.17,81.52,74.9,73.25,65.33,59.8,60.24,64.45,66.69,63.49,66.61,65.79,58.44,52.93,50.92,54.76,60.56,54.86,59.8,67.64,67.45,64.45,66.58,58.89,61.72,67.4,65.04,71.75,70.21,72.28,71.23,73.97,70.68,71.35,67.37,64.3,61.48,51.33,45.92,47.6
Equity(195 [APC]),53.334,53.533,54.499,56.202,56.71,58.991,57.377,57.377,56.799,57.188,56.371,61.192,62.129,66.029,66.797,63.795,62.039,55.586,55.207,59.885,56.314,58.788,62.059,63.575,63.645,64.424,60.599,62.826,63.705,63.725,68.819,68.3,67.021,76.24,78.058,75.931,74.882,76.63,77.33,76.15,74.36,70.58,68.24
Equity(196 [APD]),92.186,96.496,95.549,95.993,94.581,96.96,95.529,96.003,93.604,92.222,97.76,100.454,100.079,99.517,100.408,95.533,89.549,84.367,88.588,91.491,88.36,90.906,92.581,90.49,86.874,88.32,89.311,90.574,96.965,94.167,101.276,100.887,97.821,97.493,101.863,98.04,101.465,102.6,102.271,102.201,98.62,97.12,95.52
Equity(198 [APH]),38.0,39.718,40.497,39.798,42.695,44.822,43.364,40.957,41.576,41.156,43.304,46.111,45.557,46.466,47.125,42.888,39.091,38.722,39.231,39.771,37.452,38.322,37.373,36.943,35.904,35.109,35.569,36.648,41.117,41.077,44.926,46.285,47.665,46.285,47.385,45.766,46.615,47.365,48.75,47.87,45.28,44.96,44.39
Equity(2782 [TGNA]),43.333,42.025,44.091,42.611,39.543,40.323,39.101,38.313,38.024,36.274,35.341,34.466,34.333,38.292,37.184,34.071,32.622,33.098,34.5,36.445,32.603,31.027,30.872,29.325,28.497,28.033,29.828,28.142,29.069,27.235,27.59,27.452,28.743,28.931,29.335,28.565,28.407,27.75,25.78,22.87,22.02,19.6,18.83
Equity(201 [APOL]),58.72,60.15,63.67,66.13,65.2,75.22,80.25,77.02,76.58,71.1,76.52,76.65,75.29,73.65,70.31,69.07,76.81,77.12,71.85,80.64,73.94,69.49,62.85,61.38,53.5,59.6,58.76,41.21,48.45,46.76,47.04,47.95,53.62,48.01,46.71,43.43,47.79,47.74,52.24,52.83,47.95,55.18,55.23
Equity(2783 [TGT]),65.144,63.08,67.05,63.676,60.302,62.545,58.873,55.757,53.602,56.875,59.66,55.223,51.294,50.418,50.478,47.831,49.692,49.841,51.333,56.755,52.229,52.935,51.938,52.476,51.868,49.703,52.217,49.564,52.536,51.838,54.461,53.843,53.773,52.107,54.88,52.04,53.36,52.52,53.54,49.98,47.87,46.9,47.17
Equity(209 [ARE]),92.609,93.962,103.158,101.742,97.857,97.613,95.563,94.294,93.601,93.172,95.885,101.469,98.843,100.034,99.067,94.434,96.106,90.765,97.424,98.88,93.716,93.333,92.526,90.293,87.175,87.854,89.103,91.217,98.161,96.901,101.028,106.176,103.984,101.573,103.904,100.78,103.458,102.039,102.516,99.907,98.11,97.53,95.69
Equity(211 [ARG]),50.516,51.291,52.364,54.073,51.867,51.162,49.642,47.943,47.744,46.294,49.155,53.804,50.912,52.703,52.106,49.13,45.339,41.786,41.746,47.21,46.205,47.956,48.673,48.354,42.552,42.916,45.221,45.211,48.076,45.89,48.904,49.783,48.715,58.565,59.983,58.535,59.054,60.092,62.2,62.45,62.62,58.54,58.01
Equity(2797 [TIF]),51.33,51.775,55.484,53.644,54.742,53.753,49.154,43.438,46.603,47.463,45.92,46.781,44.437,45.953,45.765,41.061,35.524,37.201,36.973,40.545,39.553,38.223,37.033,37.35,37.191,37.459,38.461,41.002,42.905,40.713,41.859,44.31,44.111,42.278,48.027,45.944,48.854,45.436,46.502,45.16,42.1,40.32,39.98
Equity(216 [ARNC]),36.863,38.558,38.233,37.583,36.902,38.785,38.171,36.716,35.944,34.796,36.003,36.538,34.835,35.983,36.488,34.518,31.41,28.807,30.381,33.934,33.594,35.545,36.371,36.958,36.42,38.202,34.51,35.933,38.809,34.978,36.082,35.545,36.11,39.04,43.15,40.25,40.59,39.22,39.46,37.34,35.38,32.78,33.39
Equity(217 [ARO]),20.11,19.06,21.56,21.13,19.73,22.41,21.9,23.52,26.4,26.48,25.55,25.69,26.31,27.35,26.24,26.08,24.49,22.13,25.37,29.03,26.6,26.96,27.0,26.86,26.58,25.75,27.28,26.3,26.9,27.42,29.99,32.91,32.409,33.85,34.55,32.67,34.94,31.91,32.42,33.14,32.13,31.04,31.74
Equity(2805 [TJX]),29.801,28.791,28.761,30.286,28.078,28.454,27.503,28.279,29.154,28.339,29.154,30.644,28.716,29.174,28.359,27.087,28.09,28.697,30.028,31.896,30.234,29.935,32.356,31.888,31.141,32.146,33.811,32.556,33.044,29.965,31.928,32.825,32.018,31.04,31.83,31.22,32.06,31.61,33.07,32.47,31.85,31.23,31.13
Equity(2813 [TMO]),57.42,57.72,57.86,58.7,57.76,57.85,56.75,57.02,57.56,57.21,57.64,57.87,57.28,58.46,58.19,55.94,54.99,52.02,51.61,52.38,55.42,57.22,56.17,55.93,53.57,53.3,54.27,56.44,57.95,54.46,56.72,55.97,58.65,56.26,57.94,57.91,59.02,57.92,58.71,57.55,55.32,56.76,57.07
Equity(2815 [TMUS]),26.5,27.28,24.79,24.85,21.92,21.4,21.86,16.1,18.65,15.55,17.1,17.61,18.02,20.51,19.5,17.26,17.22,17.33,16.75,18.51,16.72,16.11,14.83,15.95,16.2,15.2,15.6,16.65,18.6,18.36,19.47,19.98,19.94,19.62,21.73,21.39,21.24,20.68,19.38,18.88,17.26,15.11,15.19
Equity(2822 [TOL]),20.96,19.99,22.7,22.74,20.52,23.1,22.15,21.04,21.23,18.98,20.67,22.68,20.8,21.09,20.06,17.17,16.27,17.29,21.46,23.72,21.11,20.75,21.32,21.21,19.51,19.47,23.1,22.46,24.47,22.47,23.76,23.48,23.9,22.88,24.92,21.07,21.07,19.3,19.91,20.11,19.16,18.85,18.45
Equity(245 [ATI]),106.102,109.201,109.856,99.358,93.101,101.206,99.785,95.088,93.201,92.644,97.084,95.321,89.261,86.684,87.251,82.405,76.941,67.229,65.677,73.658,76.225,82.056,83.23,76.971,69.727,73.332,72.474,71.227,83.797,78.26,74.17,72.434,72.345,74.978,81.452,74.22,75.0,66.19,65.88,62.64,60.4,52.62,52.02
Equity(2848 [TRN]),36.056,37.268,39.72,38.408,35.216,35.256,30.979,27.28,26.842,25.191,25.171,27.121,27.23,27.499,28.523,26.216,24.642,23.047,25.301,29.728,29.459,29.14,30.227,28.093,27.116,25.151,25.301,25.979,26.986,25.19,27.1,29.58,33.99,33.47,37.91,37.79,40.85,37.92,38.98,39.06,34.76,31.9,31.87
Equity(2851 [TROW]),53.181,54.978,56.972,57.821,53.329,60.921,61.918,57.851,63.873,58.295,60.694,62.026,61.701,60.407,59.638,54.534,51.591,47.31,51.541,51.64,49.282,48.786,49.054,50.075,46.923,46.094,50.416,48.703,54.1,51.123,54.17,59.308,61.399,60.214,61.788,57.217,57.675,58.123,62.83,59.57,56.5,52.67,51.05
Equity(261 [ATVI]),20.93,21.59,22.69,22.85,22.0,23.67,23.05,20.71,20.17,19.49,22.15,26.79,26.72,28.77,29.27,27.84,27.14,26.9,26.44,26.43,26.69,26.99,27.2,27.22,27.29,26.94,26.55,27.29,27.4,27.1,27.49,27.34,27.16,31.64,32.94,32.84,33.75,34.02,34.37,35.85,33.71,30.9,32.009
Equity(262 [ATW]),80.57,76.56,78.71,81.42,75.46,81.14,81.7,82.23,78.05,79.6,87.25,88.89,88.94,95.66,101.3,102.12,94.16,83.65,85.43,87.37,86.99,90.37,93.11,93.09,87.45,89.76,83.02,90.94,96.69,99.61,111.5,106.7,102.28,104.89,109.39,101.82,101.91,104.37,105.8,105.4,120.03,115.07,110.86
Equity(2857 [TRV]),50.126,49.468,52.877,53.231,50.323,52.288,51.512,50.509,51.806,50.716,52.19,53.508,52.056,53.063,53.488,50.771,50.84,45.634,44.883,49.032,45.999,47.294,47.323,45.851,46.352,44.652,47.505,47.137,49.006,49.006,50.01,49.91,51.749,50.208,50.517,48.847,49.513,47.25,47.84,45.63,44.3,44.34,43.28
Equity(2863 [TSN]),18.663,17.71,17.552,18.018,16.738,15.676,15.002,14.635,14.942,14.714,14.835,15.203,14.338,15.263,15.323,13.84,14.049,13.253,13.194,14.338,13.611,13.562,14.497,14.378,15.775,15.915,16.852,16.093,16.783,16.813,18.978,18.11,17.76,17.311,18.219,17.78,18.84,16.18,14.96,14.88,14.64,14.35,14.27
Equity(266 [AVB]),112.02,114.833,120.561,117.002,106.127,114.628,109.104,103.472,99.105,96.615,96.722,100.379,90.944,93.162,91.088,82.453,86.221,81.628,90.186,97.349,88.851,90.382,93.954,90.706,90.529,92.551,102.325,94.181,103.005,95.399,100.133,103.866,104.352,98.449,103.183,97.538,100.222,98.192,97.508,91.794,88.21,86.97,86.25
Equity(276 [AVP]),34.62,36.975,36.985,37.832,35.655,37.724,38.965,39.537,41.237,40.752,40.633,40.9,38.911,40.514,39.584,38.653,38.079,35.733,34.357,35.506,38.653,38.901,37.717,37.866,36.672,37.866,39.508,38.861,40.741,39.796,39.995,39.955,39.289,39.169,39.31,38.5,39.06,37.21,37.31,35.87,35.44,35.4,35.23
Equity(277 [AVT]),41.54,39.86,43.75,43.47,41.45,39.35,40.5,36.6,33.43,32.99,34.5,37.1,35.0,35.91,35.37,31.64,30.27,31.12,33.55,36.74,33.54,32.71,34.2,33.71,33.39,31.65,31.87,32.619,33.51,32.7,27.54,26.19,27.59,27.24,27.88,27.95,29.52,30.58,29.68,29.15,27.55,25.31,26.09
Equity(279 [AVY]),55.058,55.673,56.64,53.935,53.301,56.542,55.332,53.359,50.225,49.307,50.879,52.159,49.925,51.735,52.562,49.58,47.73,45.526,45.408,51.893,49.364,50.102,50.131,50.505,47.489,46.259,47.311,47.4,52.648,48.68,52.103,48.849,49.523,48.918,51.041,48.759,51.17,49.05,48.11,46.24,43.61,42.7,42.53
Equity(290 [AXP]),58.7,58.79,60.653,62.767,56.692,60.226,57.992,56.076,58.241,55.223,58.548,56.543,51.907,51.57,50.468,48.95,43.83,43.441,45.264,49.408,44.806,44.935,44.885,42.136,41.369,40.851,45.802,42.983,45.931,43.39,45.53,47.77,50.4,48.96,48.68,45.45,46.35,44.65,44.66,41.18,38.04,40.24,39.59
Equity(292 [AYI]),52.034,50.032,51.221,48.832,42.251,42.629,40.054,36.058,35.63,35.272,39.259,42.092,41.804,44.766,44.856,41.774,42.897,38.209,40.712,46.954,44.591,46.286,46.346,44.282,41.29,39.924,41.34,42.756,45.568,44.671,48.12,46.99,49.22,48.68,50.19,50.15,53.25,51.05,50.58,52.73,49.77,40.05,38.53
Equity(2893 [TWX]),17.885,18.152,18.844,18.765,17.756,18.142,17.677,17.044,17.104,16.53,17.129,17.268,16.761,16.484,16.523,15.789,15.888,15.422,14.846,15.948,15.471,16.573,16.364,15.55,14.803,13.976,14.125,13.817,14.544,14.215,14.783,15.201,15.709,15.849,16.407,15.849,15.88,15.27,15.43,14.6,14.42,14.69,14.49
Equity(294 [AZO]),113.91,116.14,124.59,123.7,118.67,123.08,121.15,113.68,111.64,107.24,111.63,129.87,120.07,122.39,118.85,110.58,106.09,106.06,112.03,121.59,115.62,113.62,115.31,115.08,112.83,113.61,116.64,113.25,116.98,116.96,122.42,123.85,123.9,122.44,127.21,127.28,126.56,121.74,119.52,115.0,120.13,120.18,119.41
Equity(2896 [TXN]),36.261,36.231,36.182,35.043,33.588,31.409,31.896,31.558,31.528,30.704,31.359,32.262,33.068,33.575,33.267,30.326,29.701,29.264,29.591,31.413,29.5,30.028,30.068,29.859,29.201,28.115,28.184,28.244,29.789,29.32,29.5,29.46,29.7,29.81,31.79,31.75,32.479,31.24,30.17,29.4,28.51,27.44,27.43
Equity(298 [BA]),101.25,103.618,100.914,95.427,92.673,94.765,96.483,93.313,89.134,88.688,91.659,92.273,87.579,88.222,87.41,85.003,79.754,77.654,76.297,81.972,78.962,84.785,82.654,82.406,76.244,75.876,74.453,73.129,75.299,76.503,78.295,84.446,85.292,84.06,85.17,81.48,82.77,73.16,75.12,75.83,66.92,64.47,64.29
Equity(2898 [TXT]),61.614,61.495,64.628,63.501,64.707,66.349,68.692,65.993,63.403,66.211,68.257,72.537,70.565,69.425,71.031,64.921,58.594,53.06,52.921,56.789,55.421,56.76,56.313,53.725,54.181,52.647,53.344,54.4,57.796,56.929,60.724,61.142,61.75,60.625,62.178,60.276,62.298,58.712,58.18,51.66,47.93,47.84,47.97
Equity(300 [BAC]),48.719,47.796,50.116,49.508,45.229,45.667,42.89,41.816,42.187,41.027,43.86,43.764,40.668,40.436,39.645,38.439,37.137,34.697,38.082,43.436,40.668,41.188,41.092,38.333,36.034,35.004,41.056,37.339,38.653,36.23,37.819,37.564,39.025,35.946,35.475,33.278,33.357,30.5,29.78,27.1,24.59,22.4,21.53
Equity(2907 [UAL]),43.026,43.512,45.261,44.719,44.765,44.214,42.577,37.696,40.127,37.621,38.285,39.641,34.385,33.431,32.253,31.0,32.07,32.94,34.87,41.14,39.96,37.35,35.49,30.3,28.09,22.68,23.17,21.19,21.2,22.9,22.85,15.21,15.89,13.71,13.81,7.52,8.54,8.64,6.86,7.16,5.56,3.86,4.19
Equity(309 [BAX]),56.153,55.669,55.689,56.767,57.37,59.299,58.597,57.222,57.627,57.261,59.22,59.814,57.669,59.079,58.245,57.272,63.248,62.702,60.558,61.064,60.211,58.91,59.178,58.592,57.577,56.072,57.846,57.298,59.679,60.357,61.065,61.772,62.579,61.035,61.055,60.078,60.885,60.94,61.87,62.64,62.91,64.12,63.88
Equity(310 [BBBY]),33.43,34.12,36.06,35.06,33.16,33.52,32.58,30.64,31.41,30.62,31.45,32.34,29.51,29.15,29.11,26.19,26.14,27.05,29.36,32.38,29.88,29.25,28.95,28.34,27.06,28.86,31.16,29.11,31.6,30.23,32.39,33.43,33.1,32.189,33.78,30.85,31.86,30.47,30.03,28.81,29.06,28.42,28.43
Equity(318 [BBT]),39.856,38.724,40.393,39.221,34.907,36.109,33.366,33.143,32.677,32.958,34.975,34.907,31.669,30.962,30.128,26.522,27.773,29.015,33.542,36.294,32.941,32.793,33.522,30.702,29.676,30.899,34.588,32.013,33.572,31.93,34.53,35.28,36.49,34.06,34.28,32.729,31.47,28.06,26.5,24.7,23.72,22.95,21.68
Equity(321 [BBY]),46.217,45.486,48.71,49.265,46.54,47.858,46.817,44.617,46.421,47.59,50.593,52.238,49.89,52.01,51.822,47.184,43.924,43.974,44.998,48.168,46.409,44.342,43.944,42.742,39.621,39.761,42.146,40.307,42.623,40.923,43.557,44.942,44.773,41.793,44.872,43.158,46.537,44.234,45.55,41.932,39.919,39.59,39.25
Equity(337 [BDX]),81.042,81.23,82.478,82.864,80.923,83.487,81.953,80.636,82.646,82.686,81.903,81.854,81.918,83.766,84.392,87.184,90.611,87.045,86.031,86.598,89.359,89.767,89.32,89.826,85.808,85.091,88.011,86.934,85.778,84.762,84.034,87.901,87.971,86.695,84.363,83.297,84.164,82.53,82.56,79.04,79.8,82.35,81.21
Equity(338 [BEAM]),79.28,80.096,82.878,82.76,79.133,82.288,81.59,78.212,78.953,76.819,75.722,75.189,73.904,72.798,72.037,70.279,67.177,65.013,66.772,68.56,64.415,64.206,64.563,64.584,63.531,62.845,65.558,63.471,73.47,70.488,70.965,68.063,69.007,68.54,71.36,69.02,69.48,66.76,66.16,64.459,62.37,54.85,54.9
Equity(340 [BEAV]),41.84,41.53,45.17,44.33,44.25,44.59,49.1,47.39,43.1,41.77,47.0,50.6,52.54,53.12,52.88,50.27,41.87,37.82,37.91,41.84,40.52,38.04,35.92,34.3,35.44,32.25,31.48,34.75,38.4,35.8,36.12,39.5,39.94,39.17,41.82,34.61,34.95,26.98,28.0,30.23,23.33,21.58,21.5
Equity(2942 [UNH]),49.866,48.388,47.658,49.647,47.409,47.948,48.897,51.625,53.373,54.023,54.952,56.601,56.681,58.939,58.229,55.951,55.861,54.353,49.956,50.056,48.158,47.698,47.319,46.439,45.171,37.158,35.289,34.37,36.5,35.87,37.25,33.99,33.47,32.94,32.32,34.75,34.21,33.03,30.74,27.12,26.01,22.96,23.31
Equity(345 [BEN]),129.397,126.627,129.388,139.52,132.082,131.227,123.521,116.561,118.272,118.381,122.477,120.35,110.407,114.463,113.686,106.326,101.594,90.18,97.999,106.226,97.292,96.535,96.754,93.995,89.373,90.09,98.746,94.426,101.002,97.599,99.755,93.448,101.631,99.725,102.958,97.569,101.012,99.425,106.561,100.214,95.77,91.14,89.03
Equity(2944 [UNM]),24.24,24.221,25.399,25.072,22.904,23.406,24.935,23.674,23.912,23.267,24.667,25.471,23.217,23.614,23.713,22.174,22.254,20.476,20.513,23.304,22.616,23.383,24.011,22.835,21.689,21.021,21.699,21.689,22.945,22.426,23.423,23.78,24.83,23.65,24.53,24.18,24.08,22.75,23.29,22.1,21.01,20.93,20.42
Equity(2945 [UNP]),55.869,55.963,58.087,59.161,60.695,63.309,62.368,61.7,62.606,61.715,62.665,66.987,64.86,62.605,63.455,59.634,56.688,54.87,59.52,63.574,62.272,61.999,61.666,61.979,59.445,61.206,60.862,62.337,66.646,64.925,68.849,70.101,73.237,72.938,76.289,75.87,82.083,77.95,75.57,76.88,73.83,70.85,70.32
Equity(2947 [UNT]),50.54,48.4,48.68,47.97,45.99,46.77,47.73,48.34,46.17,45.54,44.72,45.58,45.34,44.86,45.83,47.68,46.3,45.74,46.56,50.6,51.45,52.36,54.21,55.15,54.88,55.45,52.95,55.84,59.65,59.35,63.25,64.099,63.6,72.69,75.99,73.97,76.69,79.55,78.83,81.01,81.08,82.43,78.67
Equity(351 [BG]),102.058,106.966,101.729,103.352,105.532,114.382,103.193,109.365,109.693,105.705,112.007,123.472,115.247,118.378,118.677,120.641,128.966,108.796,112.555,124.818,108.966,110.517,109.628,110.677,106.143,94.041,89.827,89.158,96.248,103.218,116.967,123.098,111.156,119.893,124.48,117.02,119.37,118.27,117.85,122.17,105.52,97.13,99.12
Equity(352 [BGC]),69.65,67.12,72.11,74.31,72.84,69.63,67.18,74.36,73.99,71.53,74.38,81.27,75.99,75.02,74.76,66.77,62.47,51.29,55.48,60.22,56.84,63.8,62.87,61.72,56.64,57.04,53.36,59.03,65.8,63.77,71.37,71.7,68.29,71.05,72.52,70.49,70.8,67.17,67.42,64.989,59.54,56.74,56.32
Equity(2951 [UPL]),57.87,62.04,64.709,66.49,68.56,67.39,68.2,67.1,66.88,66.53,64.9,67.91,69.44,68.63,71.94,71.81,70.58,65.5,65.66,69.97,72.29,75.67,76.94,78.47,75.42,79.1,71.67,77.94,78.97,81.9,85.01,86.35,84.87,86.87,88.77,88.7,86.97,98.55,93.38,95.4,99.69,88.44,84.54
Equity(2952 [UPS]),74.373,73.735,75.021,75.228,73.667,73.608,72.685,69.425,71.109,70.032,72.758,73.242,71.701,71.494,70.664,67.159,68.719,66.319,69.094,72.857,70.136,71.965,71.438,69.799,71.508,69.173,71.21,71.806,73.942,70.444,72.73,72.263,72.819,69.848,70.77,67.02,71.02,68.59,68.31,66.37,60.36,59.47,57.9
Equity(2953 [URBN]),22.3,21.8,24.3,23.62,21.91,23.13,24.09,25.77,24.92,24.75,26.2,28.21,27.46,27.1,26.99,27.1,25.25,24.25,27.04,29.0,30.31,28.58,29.66,28.78,28.97,30.22,30.73,30.27,32.54,30.51,31.73,33.62,33.63,32.9,30.96,29.73,32.189,31.21,33.65,33.87,31.83,31.03,31.58
Equity(2956 [URS]),58.0,56.45,60.17,61.6,58.1,61.18,60.1,59.42,62.4,58.53,57.49,55.27,53.4,54.29,54.8,52.18,45.3,40.96,41.8,46.37,45.39,46.57,48.99,40.28,35.93,33.82,32.369,32.83,37.18,35.84,39.79,41.68,41.47,42.86,46.67,44.08,47.81,46.98,46.3,45.8,43.17,37.81,36.89
Equity(362 [BHI]),90.274,89.915,91.925,96.114,90.333,89.597,84.899,84.948,80.265,82.019,79.986,83.155,82.457,81.75,82.308,79.328,79.03,71.506,71.915,64.117,63.797,66.782,68.869,67.182,67.761,67.721,65.455,67.242,72.044,71.695,80.67,81.748,77.17,80.65,85.35,85.47,88.62,87.22,85.6,84.43,87.75,84.89,83.21
Equity(2959 [USB]),31.413,31.253,32.386,31.589,30.042,31.109,30.071,29.706,30.196,29.984,31.791,31.57,31.397,31.012,30.965,28.658,29.057,29.388,32.085,33.097,31.481,31.812,32.036,31.17,30.06,30.732,33.603,32.195,32.729,32.156,33.084,34.395,34.109,33.074,33.429,32.216,32.719,31.615,30.392,29.249,28.31,27.67,26.91
Equity(364 [BID]),46.798,47.104,52.929,56.359,51.263,55.787,50.317,32.28,37.484,35.237,37.063,40.546,35.707,40.259,39.349,34.578,32.461,30.6,29.61,31.896,30.551,33.688,31.837,33.371,28.537,27.125,27.861,27.622,26.419,24.381,26.349,26.29,28.447,24.768,28.656,25.087,26.82,26.15,26.59,25.8,26.54,24.35,24.23
Equity(365 [BIDU]),284.599,289.65,321.609,322.979,316.11,353.39,409.0,342.95,314.99,308.86,381.96,390.0,392.91,380.45,398.87,360.999,329.25,273.04,299.47,269.59,233.91,259.1,244.39,251.33,242.93,268.05,207.9,247.21,293.89,284.23,341.0,363.69,361.5,346.28,364.59,328.71,345.06,345.04,326.84,322.89,313.24,316.0,327.89
Equity(366 [BIG]),31.24,29.84,30.75,29.72,26.83,23.86,23.29,20.78,19.87,20.87,18.67,17.95,16.72,16.53,15.77,13.97,12.62,14.41,15.34,17.51,16.49,17.57,17.07,16.85,20.76,20.4,21.8,22.42,23.24,21.27,23.25,25.75,28.31,27.8,28.61,26.91,31.06,30.65,33.82,33.04,32.2,32.34,32.189
Equity(367 [BIIB]),67.39,66.33,67.629,69.43,80.22,76.72,73.98,72.29,70.04,69.51,74.12,74.94,58.79,57.67,57.84,55.22,59.02,59.91,58.92,61.76,61.5,62.2,60.34,58.36,56.2,60.33,59.0,60.73,64.01,64.22,65.0,65.12,62.31,62.07,63.5,61.02,62.75,62.42,59.9,58.01,57.04,58.2,58.87
Equity(2970 [UTHR]),67.01,66.54,67.46,66.04,70.82,73.48,102.85,102.27,99.99,99.07,100.08,102.19,102.76,99.85,98.53,102.5,98.51,94.61,86.27,85.49,86.71,88.0,81.98,84.17,78.34,78.81,83.36,86.49,86.41,84.1,85.16,86.51,91.09,89.87,92.59,92.05,95.51,96.28,95.77,95.1,96.44,102.7,99.69
Equity(373 [BK]),43.208,43.425,44.064,44.92,44.851,47.769,46.681,44.347,46.276,44.911,47.433,48.422,47.581,48.639,47.967,47.621,45.989,43.502,43.631,47.47,45.918,45.998,45.839,43.622,43.353,42.756,46.127,41.056,40.45,42.428,42.13,44.37,45.31,43.08,45.55,43.56,44.53,41.15,41.67,40.53,38.63,37.05,35.68
