,2007-09-23 00:00:00+00:00,2007-09-30 00:00:00+00:00,2007-10-07 00:00:00+00:00,2007-10-14 00:00:00+00:00,2007-10-21 00:00:00+00:00,2007-10-28 00:00:00+00:00,2007-11-04 00:00:00+00:00,2007-11-11 00:00:00+00:00,2007-11-18 00:00:00+00:00,2007-11-25 00:00:00+00:00,2007-12-02 00:00:00+00:00,2007-12-09 00:00:00+00:00,2007-12-16 00:00:00+00:00,2007-12-23 00:00:00+00:00,2007-12-30 00:00:00+00:00,2008-01-06 00:00:00+00:00,2008-01-13 00:00:00+00:00,2008-01-20 00:00:00+00:00,2008-01-27 00:00:00+00:00,2008-02-03 00:00:00+00:00,2008-02-10 00:00:00+00:00,2008-02-17 00:00:00+00:00,2008-02-24 00:00:00+00:00,2008-03-02 00:00:00+00:00,2008-03-09 00:00:00+00:00,2008-03-16 00:00:00+00:00,2008-03-23 00:00:00+00:00,2008-03-30 00:00:00+00:00,2008-04-06 00:00:00+00:00,2008-04-13 00:00:00+00:00,2008-04-20 00:00:00+00:00,2008-04-27 00:00:00+00:00,2008-05-04 00:00:00+00:00,2008-05-11 00:00:00+00:00,2008-05-18 00:00:00+00:00,2008-05-25 00:00:00+00:00,2008-06-01 00:00:00+00:00,2008-06-08 00:00:00+00:00,2008-06-15 00:00:00+00:00,2008-06-22 00:00:00+00:00,2008-06-29 00:00:00+00:00,2008-07-06 00:00:00+00:00,2008-07-13 00:00:00+00:00
Equity(2634 [SPLS]),22.154,21.187,22.272,21.749,21.237,22.016,21.592,20.635,20.793,20.271,23.366,24.254,22.321,22.814,22.716,20.971,20.418,21.227,22.233,23.593,22.686,21.73,23.248,21.937,21.434,20.576,22.548,22.41,23.25,21.8,22.51,22.44,23.35,21.5,23.83,22.67,23.45,23.23,25.49,24.61,23.96,23.34,23.14
Equity(2635 [SPN]),37.56,35.44,36.43,33.51,32.049,33.9,37.75,37.37,36.42,35.74,34.9,35.4,34.69,34.72,34.31,42.95,43.29,39.84,39.81,40.28,39.9,42.29,43.47,40.69,38.73,37.53,34.9,39.15,40.92,42.53,46.39,45.1,47.33,52.6,53.87,52.57,53.69,55.25,54.7,54.93,54.46,51.05,49.72
Equity(66 [AEO]),25.437,26.044,25.172,24.183,22.45,22.787,22.322,21.381,21.926,21.827,22.658,21.985,20.065,20.966,20.44,18.829,17.605,19.585,21.345,23.394,21.534,21.166,22.002,21.256,16.849,17.128,17.933,17.09,18.5,16.23,16.69,17.96,18.67,17.93,18.3,17.23,18.22,16.67,16.56,16.12,13.53,13.37,13.42
Equity(67 [AEP]),44.825,44.835,46.673,46.936,44.397,46.382,46.158,45.517,45.546,45.586,46.783,48.255,46.498,46.665,46.008,45.429,47.068,43.986,40.561,43.142,42.761,42.701,41.909,40.541,40.264,39.858,40.452,40.591,42.503,43.761,44.257,43.87,44.673,43.87,43.41,42.13,42.33,41.96,42.79,41.34,39.58,39.56,39.74
Equity(2645 [SPWR]),83.87,82.82,89.08,89.1,95.56,117.4,123.85,128.699,117.39,105.97,124.44,133.61,128.19,129.02,131.05,126.12,108.68,74.75,73.29,73.14,66.37,79.44,69.5,65.72,60.0,60.78,61.03,73.63,90.4,87.76,89.33,86.29,82.1,82.3,93.5,85.19,81.84,79.33,77.75,81.36,72.71,64.319,64.819
Equity(70 [AES]),19.58,20.04,20.8,21.44,20.23,20.9,21.67,21.82,21.85,21.16,21.85,21.94,21.6,21.98,21.66,21.14,21.11,18.22,18.22,19.46,19.14,19.29,18.87,17.98,17.78,17.6,16.079,16.32,17.06,17.25,18.0,17.99,18.0,19.11,19.85,18.92,19.48,19.34,20.12,19.56,18.8,18.77,18.12
Equity(71 [AET]),52.301,54.23,53.79,53.101,52.811,55.839,54.34,54.58,54.92,54.14,55.88,58.93,57.85,58.55,57.87,55.97,58.41,56.09,52.6,53.22,50.7,50.84,50.13,49.6,46.94,43.72,43.09,42.54,42.07,41.02,41.79,43.91,42.99,43.25,43.56,45.61,47.16,46.48,44.5,40.95,40.31,37.14,36.51
Equity(2653 [SRE]),58.491,57.108,57.58,58.238,57.147,59.005,60.144,58.955,59.063,59.525,61.53,62.483,60.115,61.943,61.488,59.503,61.795,56.59,53.42,56.274,54.921,54.852,53.775,52.472,51.454,52.126,49.215,52.654,53.966,54.681,56.888,56.689,58.438,56.808,58.826,57.186,57.454,55.914,56.053,55.37,55.22,56.26,55.77
Equity(77 [AFL]),54.621,56.421,57.202,57.212,56.055,61.189,61.673,58.488,60.211,61.362,62.176,61.243,59.725,61.799,62.027,61.898,64.797,59.159,60.449,60.251,59.556,61.959,62.975,62.188,61.471,60.992,63.922,64.09,64.867,65.974,67.639,67.479,66.901,65.476,67.23,66.16,67.13,65.44,67.41,65.5,63.05,62.41,61.62
Equity(80 [AGCO]),47.4,50.77,51.25,54.06,50.73,52.25,60.51,63.35,58.09,60.38,68.94,68.93,66.05,68.8,68.71,68.14,63.8,57.81,56.72,62.15,56.73,64.489,64.66,64.86,62.48,59.63,54.35,60.28,64.59,62.74,69.84,67.67,59.18,59.15,59.69,57.85,60.43,55.14,53.5,54.87,50.7,49.51,50.56
Equity(85 [AGN]),31.7,32.4,31.93,30.8,29.99,30.01,29.85,28.77,27.74,27.87,29.31,28.78,27.95,27.61,27.46,26.08,27.85,26.56,26.37,26.01,26.0,27.94,27.58,27.81,27.66,27.56,28.74,29.34,29.26,29.47,29.82,29.49,29.49,28.28,28.53,28.37,28.56,28.39,27.64,26.7,26.95,27.25,27.22
Equity(2674 [STI]),74.914,72.825,74.875,72.132,69.033,70.843,65.646,64.933,65.973,65.819,68.223,67.678,61.353,60.36,60.127,57.217,60.39,56.711,60.876,66.491,62.501,61.528,60.438,57.266,54.252,55.0,61.315,54.123,55.65,53.138,53.592,54.449,57.768,54.488,55.178,52.991,52.21,46.32,44.16,37.27,37.04,34.92,31.74
Equity(2675 [STJ]),45.27,44.07,44.52,45.22,40.78,39.9,40.78,39.02,38.97,38.95,39.75,39.8,42.11,41.2,41.07,38.95,43.07,39.99,40.86,41.39,41.87,43.11,43.29,42.98,41.7,41.28,42.64,43.31,45.22,43.42,45.04,44.46,42.99,40.93,40.64,41.03,40.75,41.0,41.66,40.34,40.54,41.24,40.77
Equity(2677 [STLD]),22.883,23.166,22.462,22.814,24.178,27.189,25.681,24.595,24.486,24.401,24.957,27.472,27.105,28.325,30.067,27.615,26.451,24.154,25.581,26.178,25.317,27.043,30.425,28.972,30.096,33.632,32.707,33.635,35.84,35.152,37.785,36.708,34.822,34.403,37.825,35.8,36.009,37.915,39.371,38.802,38.41,33.3,33.16
Equity(98 [AIG]),66.326,66.74,68.457,67.174,62.419,61.314,58.325,56.292,55.681,52.317,57.348,60.842,55.099,57.753,57.367,54.753,57.109,51.535,52.693,55.179,50.179,45.654,48.396,46.396,42.642,40.951,44.759,42.562,47.037,43.805,47.962,47.266,48.768,40.056,39.122,36.745,35.8,33.93,34.18,32.1,27.75,26.24,25.94
Equity(2682 [STR]),50.195,52.192,51.347,54.209,51.178,54.894,56.494,54.328,53.488,54.633,53.229,55.33,54.404,54.912,54.235,53.837,55.828,48.738,47.423,52.193,51.178,53.906,55.534,55.145,56.003,55.584,53.867,55.903,58.538,58.688,63.109,62.68,62.381,64.876,67.471,64.307,64.22,66.04,67.12,67.92,70.13,69.13,66.85
Equity(2683 [STRA]),164.627,165.619,175.313,171.443,167.937,179.713,181.697,187.816,176.197,171.483,178.019,178.383,178.915,176.316,172.541,160.404,173.247,167.324,163.889,172.949,162.535,166.268,158.054,155.394,148.707,155.693,164.845,149.036,171.123,173.398,175.654,178.678,192.431,188.618,196.423,189.71,199.9,198.9,205.65,216.32,223.95,210.83,208.56
Equity(2689 [STT]),66.082,67.526,66.743,69.329,73.44,78.166,73.728,73.391,74.748,77.036,79.147,78.939,76.928,79.701,80.168,81.29,82.264,73.6,78.012,83.426,82.006,83.377,81.151,78.041,75.746,75.627,82.92,78.345,83.347,79.042,68.291,71.679,75.216,71.958,72.476,69.527,71.759,67.773,69.607,67.494,64.01,62.0,58.78
Equity(2691 [STX]),25.005,25.202,25.428,26.325,26.473,26.552,28.282,26.799,26.334,24.722,25.503,27.56,27.214,25.681,25.563,23.051,22.655,19.481,20.757,20.799,21.813,22.538,23.621,21.435,21.614,22.071,21.147,20.173,21.485,20.412,19.358,19.269,19.45,20.23,21.91,20.67,21.42,22.27,20.27,20.18,19.48,17.94,17.57
Equity(107 [AIZ]),51.765,53.187,56.16,55.682,54.569,58.207,64.202,63.079,65.286,65.842,65.165,64.945,65.593,67.993,67.456,64.498,66.48,62.645,63.92,65.563,62.386,62.157,62.446,62.416,61.808,59.193,62.626,60.121,61.598,61.608,64.631,64.941,65.25,64.631,66.657,66.41,68.03,68.73,68.27,67.93,67.48,68.18,68.59
Equity(2692 [STZ]),24.05,24.21,25.0,25.77,24.74,25.19,24.4,22.99,23.27,23.51,23.55,23.92,24.4,24.37,24.16,22.78,21.69,20.25,20.5,21.75,20.23,20.58,20.05,19.21,18.31,18.27,19.09,17.66,19.89,18.13,18.31,18.18,18.52,18.09,20.92,21.3,21.32,20.56,19.95,19.8,19.66,21.24,20.88
Equity(109 [AKAM]),30.16,28.73,31.29,36.74,33.08,37.81,38.62,36.55,36.15,36.35,38.06,39.01,35.37,35.95,35.35,32.0,27.52,27.0,29.51,31.04,32.34,33.77,32.79,35.16,34.19,31.19,30.59,29.58,31.59,30.39,31.83,34.88,34.95,37.25,40.33,36.43,39.05,37.38,36.31,35.8,34.56,32.97,32.46
Equity(2696 [SUNE]),58.85,58.86,65.59,63.08,59.18,71.08,72.27,71.16,71.42,67.53,77.58,80.69,86.57,91.23,89.63,81.4,71.75,65.83,72.02,75.25,75.68,75.95,81.55,76.28,74.11,81.05,81.79,70.5,76.23,73.43,77.35,70.5,65.37,64.379,73.08,66.74,68.66,65.26,63.48,65.129,63.18,54.96,56.21
Equity(114 [AKS]),42.903,43.871,42.903,49.451,50.09,53.115,47.794,44.131,42.873,42.594,44.49,47.884,48.044,44.999,45.438,41.356,37.503,37.123,42.504,47.844,46.137,46.117,50.754,52.583,54.601,54.721,51.444,53.832,60.977,66.633,67.832,67.192,65.673,68.651,71.04,67.3,71.0,70.82,70.68,68.35,68.21,52.79,52.39
Equity(2703 [SVU]),39.258,38.43,37.081,34.963,36.765,38.194,37.455,36.48,39.376,40.41,41.411,40.194,36.495,37.573,37.178,33.716,27.386,27.347,28.899,30.314,28.741,28.326,27.633,26.122,27.914,27.804,28.372,28.889,30.352,29.685,30.74,30.81,32.979,32.661,35.138,33.646,35.07,33.84,33.76,31.7,31.22,30.7,31.12
Equity(2711 [SWKS]),9.34,9.04,9.11,8.97,8.8,8.64,9.24,8.08,8.92,8.33,9.08,9.27,8.84,8.66,8.65,7.58,7.33,8.22,8.22,8.33,8.18,8.109,8.57,8.26,7.78,7.62,6.71,7.07,7.67,7.53,7.47,8.66,8.81,8.28,9.3,9.3,10.33,10.65,10.85,10.09,9.56,9.68,9.89
Equity(2713 [SWN]),21.915,20.925,22.45,22.75,23.295,25.43,27.74,26.24,25.985,24.845,24.885,27.19,26.14,28.265,27.755,28.31,28.99,25.42,25.525,28.055,29.035,30.28,30.86,32.615,31.415,32.925,30.215,33.22,36.38,36.8,40.42,44.46,41.95,45.4,46.12,45.05,44.34,45.98,46.63,45.57,46.62,45.04,42.51
Equity(128 [ALL]),54.546,55.824,57.435,57.406,53.189,51.178,50.026,51.861,51.383,48.894,50.275,51.593,50.728,51.033,51.328,50.236,50.639,47.659,49.617,48.604,45.801,45.417,46.853,46.941,46.253,45.368,47.778,47.183,48.581,47.808,49.762,49.603,51.468,48.978,49.663,49.514,50.94,50.03,49.89,47.89,46.52,47.0,46.23
Equity(2717 [SWY]),32.715,32.872,32.912,34.699,31.274,32.872,32.723,30.49,32.296,33.448,34.55,34.798,34.808,35.136,34.767,32.857,33.364,31.743,30.927,31.385,31.206,31.822,29.594,28.589,28.828,28.908,28.828,28.249,28.847,28.219,28.229,28.957,31.34,30.562,31.131,30.443,31.779,31.34,30.951,29.675,29.38,28.74,28.45
Equity(134 [ALTR]),24.975,23.922,24.697,23.624,22.958,18.687,19.243,18.835,18.815,18.616,18.695,19.103,19.113,19.312,19.223,17.988,17.063,17.511,17.939,19.332,17.431,17.142,17.112,17.072,17.451,17.501,18.259,18.05,19.197,18.588,21.412,21.801,22.13,22.5,22.98,22.34,23.14,23.08,22.82,22.23,20.95,19.78,19.37
Equity(136 [ALXN]),63.39,65.15,68.98,71.38,68.41,79.8,76.32,75.15,73.8,69.64,72.72,74.79,74.38,75.68,76.52,74.61,66.75,66.18,64.209,68.84,66.55,65.98,60.75,60.61,56.06,54.21,57.4,58.32,64.48,65.269,68.16,69.11,72.92,72.03,70.99,66.78,71.35,70.23,69.85,68.79,72.79,73.36,73.32
Equity(2724 [SYK]),67.717,68.463,72.824,73.601,71.57,70.644,69.23,69.738,69.569,70.335,72.317,74.348,73.95,75.881,75.73,72.26,72.1,65.86,66.42,67.88,67.95,68.31,66.82,65.11,62.72,60.78,64.209,64.75,65.89,64.06,65.3,64.42,63.66,64.48,63.24,62.12,64.55,63.94,64.51,62.58,62.26,62.5,62.08
Equity(138 [AMAT]),21.097,20.503,20.929,20.84,19.909,18.681,18.691,18.532,18.434,18.215,18.712,18.176,17.659,17.828,17.758,16.665,16.297,17.907,17.311,18.762,17.818,18.983,19.621,19.112,20.029,20.518,21.036,19.461,20.827,19.052,19.072,19.042,19.641,19.232,19.57,18.92,19.81,18.89,20.09,20.1,19.29,18.7,18.86
Equity(2726 [SYMC]),19.28,19.38,20.39,21.13,19.99,18.37,18.51,16.9,17.68,17.55,17.8,17.71,16.94,16.85,16.26,15.72,15.27,15.18,16.379,18.66,17.9,17.54,17.48,16.84,16.94,16.46,17.09,16.82,17.34,16.87,17.69,17.47,19.45,19.99,20.76,20.66,21.73,20.21,20.21,19.37,19.48,19.12,19.13
Equity(145 [AMD]),13.24,13.2,13.63,13.94,13.8,12.89,13.17,12.37,12.64,10.78,9.76,9.05,8.43,7.79,7.32,6.25,6.25,7.07,7.15,8.0,6.34,6.45,6.71,7.21,6.49,6.38,6.11,5.91,6.23,6.01,6.11,6.06,6.16,6.94,7.26,6.88,6.88,7.43,7.52,6.99,5.95,5.3,5.38
Equity(148 [AMG]),119.65,127.51,131.58,134.92,128.56,128.88,125.96,120.57,124.55,120.13,124.25,129.009,122.73,121.07,115.5,106.43,101.76,90.61,95.78,103.45,98.76,99.82,92.8,96.35,89.73,86.0,89.36,87.44,95.55,90.91,98.77,97.06,106.72,102.37,103.52,96.86,102.5,98.54,100.61,100.26,91.34,85.17,82.71
Equity(149 [AMGN]),55.42,56.57,56.84,58.17,55.95,57.18,56.62,54.28,55.49,53.76,55.25,52.1,48.4,48.02,47.06,44.8,47.62,47.45,48.14,47.36,46.56,46.64,46.43,45.52,44.18,44.46,40.11,41.45,41.53,43.01,43.07,42.25,42.93,42.05,42.03,42.38,44.03,44.24,43.97,45.17,46.37,50.84,50.27
Equity(2732 [SYY]),33.667,34.61,34.339,33.303,32.394,32.149,32.765,32.765,32.452,31.162,31.786,31.709,30.858,31.318,31.064,29.817,27.966,27.533,27.188,29.374,28.793,29.423,29.492,27.631,27.395,27.158,28.901,28.488,28.649,27.707,28.143,27.895,31.318,30.197,30.712,30.206,30.613,30.137,29.909,28.679,27.994,27.08,27.63
Equity(2735 [T]),41.335,41.121,41.305,41.452,40.55,40.639,39.619,38.423,38.767,36.885,37.453,37.708,40.325,40.658,41.599,40.08,37.808,35.74,34.898,37.887,35.997,37.492,34.621,34.473,34.651,34.671,36.472,37.274,38.085,37.3,37.51,38.58,40.13,38.59,40.07,38.53,39.9,38.21,36.68,34.43,32.759,32.58,32.68
Equity(152 [AMP]),60.719,62.583,65.419,65.677,60.401,63.267,60.049,57.285,58.15,57.633,58.339,58.985,54.104,55.735,54.383,53.329,53.26,49.144,49.313,56.938,51.526,52.104,52.283,50.479,48.625,48.625,54.028,50.409,54.396,50.957,51.994,47.748,50.46,48.58,49.83,46.18,47.26,45.77,46.53,44.58,41.82,39.88,39.4
Equity(2739 [TAP]),48.734,49.363,49.209,54.528,53.24,56.598,55.182,52.369,51.874,51.299,53.493,55.122,51.715,52.261,51.784,50.363,49.38,45.902,43.677,45.535,44.829,50.661,52.569,53.775,50.396,52.08,52.14,53.057,54.293,53.944,55.529,54.472,53.316,55.808,57.831,58.12,58.0,58.07,57.72,55.14,54.12,54.07,54.07
Equity(158 [AMSC]),18.27,20.48,24.29,25.77,25.81,28.25,26.13,26.09,25.89,21.6,24.14,27.07,26.72,30.05,28.98,26.2,23.13,18.31,19.1,21.58,19.43,20.3,19.23,22.59,21.83,23.98,23.3,23.54,25.53,24.38,26.96,26.32,26.1,29.86,30.83,30.91,35.28,35.96,41.65,42.55,35.03,31.98,31.68
Equity(162 [AMT]),42.23,43.54,42.75,43.67,41.78,45.28,45.24,42.24,45.0,44.13,45.54,42.68,40.85,42.18,42.42,39.38,39.03,36.64,36.18,38.65,37.61,38.94,39.8,38.44,36.79,37.39,39.15,38.94,40.66,38.94,40.99,43.58,44.26,43.72,45.58,43.5,45.72,41.81,43.2,43.3,41.49,39.8,40.04
Equity(163 [AMTD]),18.27,18.22,19.4,19.67,18.54,19.01,18.9,17.93,19.38,18.9,18.69,19.68,19.58,20.04,20.02,19.88,19.27,16.85,17.02,18.75,17.84,18.15,18.2,18.3,16.86,16.5,16.69,16.03,17.63,16.64,17.72,18.44,19.04,17.89,18.03,17.29,18.11,18.1,18.35,18.94,18.27,17.88,17.45
Equity(167 [AMZN]),91.3,93.15,93.43,92.37,89.76,90.0,85.98,78.89,78.6,81.43,90.56,94.31,89.08,91.26,94.45,88.79,81.08,79.76,77.6,74.63,73.5,72.96,72.08,64.47,64.09,68.22,73.19,69.76,76.87,71.99,80.1,80.86,77.31,72.41,76.46,78.35,81.62,80.63,79.17,81.1,74.66,72.0,72.49
Equity(168 [AN]),17.69,17.72,18.5,17.97,17.14,17.12,17.16,16.51,16.56,16.37,16.5,17.42,15.2,15.48,15.47,13.9,12.98,12.5,14.25,16.59,15.51,15.1,15.46,14.57,14.03,13.74,15.72,14.65,15.95,14.95,15.7,15.7,16.57,16.03,16.46,15.51,15.79,14.45,13.91,11.97,10.44,8.98,8.97
